Quote_Id,Quote_Date,Field_info1,Field_info2,Field_info3,Field_info4,Coverage_info1,Coverage_info2,Coverage_info3,Sales_info1,Sales_info2,Sales_info3,Sales_info4,Sales_info5,Personal_info1,Personal_info2,Personal_info3,Personal_info4,Personal_info5,Property_info1,Property_info2,Property_info3,Property_info4,Property_info5,Geographic_info1,Geographic_info2,Geographic_info3,Geographic_info4,Geographic_info5
18749,12/3/14,F,0.9566,548,N,7,22,E,1,3,20,T,48035,N,4,XO,0,2,N,0,R,0,10,4,20,-1,N,NJ
18750,7/5/13,F,0.9313,564,N,5,22,E,1,3,15,R,7171,N,7,ZC,0,,Y,0,R,1,18,4,22,-1,N,NJ
18757,9/7/14,E,0.9392,"1,487",N,12,22,A,1,4,11,V,17728,N,7,ZR,0,2,N,0,D,1,19,9,25,-1,N,IL
18767,29/10/13,F,0.9919,564,N,2,22,E,1,5,7,P,56578,N,25,XH,0,,N,0,R,1,6,4,17,-1,N,NJ
18769,11/6/13,B,0.9403,965,N,9,22,D,0,5,24,M,62924,N,-1,ZA,0,2,N,0,O,0,18,2,9,-1,N,CA
18770,7/11/14,B,0.9153,935,N,18,22,E,1,3,20,V,50395,N,23,ZA,0,2,N,0,O,1,15,2,11,-1,N,CA
18773,11/10/13,B,0.9403,965,N,3,22,D,1,5,20,Q,25289,N,-1,ZA,0,2,N,0,D,1,18,2,11,-1,N,CA
18777,10/6/13,B,0.9403,965,N,17,25,D,1,4,1,K,14347,N,7,ZA,0,2,N,0,O,1,25,2,11,-1,N,CA
18780,18/1/13,F,0.9223,564,N,10,25,E,1,5,23,P,8797,N,7,XD,0,,N,0,R,1,17,4,17,-1,N,NJ
18788,22/4/15,F,1.0101,548,N,10,22,E,1,3,20,V,59721,N,12,XR,0,,N,0,R,1,22,4,20,-1,N,NJ
18791,26/1/13,J,0.9559,"1,165",N,2,22,F,1,3,14,R,52870,N,6,XB,0,,N,0,O,1,4,18,4,-1,Y,TX
18792,20/5/14,F,1.0006,548,N,4,25,E,1,5,20,P,633,N,-1,XR,0,,N,0,R,1,18,4,22,-1,N,NJ
18795,15/8/14,J,0.8928,"1,113",N,8,22,F,1,5,11,V,27363,N,6,ZT,0,,Y,0,S,1,9,15,8,-1,N,TX
18799,14/10/13,B,0.9403,965,N,5,22,E,1,3,20,K,20055,N,5,ZA,0,2,N,0,D,1,19,2,14,-1,N,CA
18800,8/4/14,B,0.9153,935,N,6,22,E,1,3,20,T,27127,N,5,ZA,0,2,N,0,O,0,16,1,15,25,N,CA
18804,28/5/14,F,1.0006,548,N,9,22,E,1,5,11,M,3593,N,22,XQ,0,,N,0,R,1,22,4,22,-1,N,NJ
18805,15/12/14,B,0.9153,935,N,9,22,J,1,4,11,K,27576,N,17,ZA,0,2,N,0,O,1,13,2,4,-1,N,CA
18813,2/1/15,B,0.9153,935,N,9,22,D,0,5,20,V,11698,N,6,ZA,0,2,N,0,O,1,25,1,6,-1,N,CA
18814,3/3/13,J,0.9769,"1,165",N,1,22,F,1,3,14,M,63945,N,4,XO,0,,N,0,J,1,3,3,4,-1,Y,TX
18815,7/2/14,F,0.9685,548,N,4,22,E,0,5,20,V,56602,N,7,ZH,0,,N,0,R,1,6,4,16,-1,N,NJ
18822,10/8/14,J,0.8928,"1,113",N,25,22,G,1,5,11,M,35508,N,6,ZA,0,2,Y,0,Q,0,19,24,15,-1,N,TX
18824,20/4/15,F,1.0101,548,N,13,22,E,1,3,20,K,28817,N,25,XH,0,,N,0,N,0,22,4,21,-1,N,NJ
18825,19/11/14,B,0.9153,935,N,15,25,D,0,5,11,T,25706,N,6,ZA,0,2,N,0,O,1,21,2,12,-1,N,CA
18826,3/7/14,F,1.0006,548,N,7,22,E,0,5,20,Q,46531,N,-1,XM,0,,N,0,H,1,10,4,18,-1,N,NJ
18827,9/4/13,B,0.9403,965,N,4,22,D,1,4,23,V,56430,N,7,ZA,0,2,N,0,D,1,3,2,4,25,N,CA
18830,30/3/14,F,0.9566,548,N,4,22,E,1,5,20,M,3879,N,-1,ZH,0,,N,0,R,0,16,4,19,-1,N,NJ
18831,30/4/14,J,0.8922,"1,113",N,6,22,B,1,5,11,T,59989,N,5,XR,0,,N,0,J,1,4,24,14,-1,N,TX
18835,18/7/14,F,1.0006,548,N,4,22,J,1,5,11,K,65391,N,20,ZH,0,,N,0,R,0,10,4,22,-1,N,NJ
18838,14/11/13,J,0.9258,"1,165",N,7,22,G,0,2,3,Q,13905,N,9,XR,0,,N,0,J,1,5,13,8,-1,N,TX
18840,13/2/14,B,0.9403,935,N,9,22,D,0,5,20,Q,59615,N,-1,ZA,0,2,N,0,O,1,23,2,4,-1,N,CA
18842,15/7/14,B,0.9153,935,N,15,22,D,1,5,11,P,17767,N,17,ZA,0,2,Y,0,O,1,18,2,12,-1,N,CA
18843,10/4/15,K,0.887,"1,113",Y,6,22,F,1,5,11,V,3081,N,17,ZA,0,2,N,0,J,0,5,24,14,-1,N,TX
18844,29/10/14,B,0.9153,935,N,7,2,D,1,3,11,T,22101,N,4,ZA,0,2,N,0,D,1,12,2,10,-1,N,CA
18850,23/7/13,B,0.9403,965,N,5,22,D,0,5,17,K,53953,N,-1,ZA,0,2,N,0,O,0,11,2,13,-1,N,CA
18851,1/7/14,E,0.9392,"1,487",N,3,22,K,1,3,20,P,47364,N,15,XH,0,,N,0,R,1,1,11,25,-1,N,IL
18852,3/4/15,K,0.887,"1,113",Y,4,22,F,0,4,11,T,18600,N,6,XC,0,,N,0,D,1,4,14,6,-1,N,TX
18853,24/2/15,F,0.9893,548,N,6,22,E,1,4,11,P,17946,N,9,XO,0,,N,0,N,1,6,4,17,-1,N,NJ
18854,23/10/13,F,0.9919,564,N,5,22,E,0,3,20,T,16625,N,-1,XB,0,,N,0,R,1,9,4,16,25,N,NJ
18864,25/4/13,F,0.9313,564,N,6,22,E,1,3,16,Q,55151,N,6,ZF,0,,N,0,N,1,11,4,17,-1,N,NJ
18865,15/1/13,J,0.9559,"1,165",N,17,22,G,1,5,23,P,27561,N,-1,ZA,0,2,N,0,Q,0,10,25,14,-1,N,TX
18868,10/7/13,F,0.9919,564,N,11,22,E,1,5,17,R,1383,N,-1,XX,0,,N,0,R,1,12,4,17,-1,N,NJ
18870,16/1/14,J,0.8922,"1,113",N,12,22,G,1,3,20,Q,54616,N,5,XD,0,,N,0,J,1,5,24,15,-1,N,TX
18872,3/6/14,F,1.0006,548,N,2,22,E,0,5,20,P,9415,N,3,XR,0,,N,0,R,0,4,4,22,-1,N,NJ
18874,9/12/14,J,0.887,"1,113",N,17,25,G,1,4,11,P,37496,N,-1,XJ,0,,N,0,J,1,21,24,15,-1,Y,TX
18878,27/4/13,B,0.9403,965,N,10,22,E,0,3,15,R,56888,N,15,ZA,0,2,N,0,O,1,8,2,5,-1,N,CA
18879,16/4/14,B,0.9153,935,N,23,22,D,0,5,11,Q,47146,N,-1,ZA,0,2,N,0,O,0,25,2,4,-1,N,CA
18881,16/1/14,F,0.9838,548,N,13,22,E,1,3,20,Q,30432,N,6,XD,0,2,N,0,R,1,24,4,18,-1,N,NJ
18882,20/11/14,F,1.0006,548,N,15,22,E,1,3,20,Q,491,N,25,YF,0,,N,0,R,1,19,4,19,-1,N,NJ
18885,8/4/15,K,0.887,"1,113",Y,4,22,K,1,5,11,T,42748,N,-1,ZN,0,,N,0,J,1,6,24,15,-1,N,TX
18889,6/6/13,B,0.9403,965,N,17,22,K,1,4,1,T,52255,N,7,ZA,0,2,N,0,O,1,24,2,4,-1,N,CA
18892,22/12/14,B,0.9153,935,N,10,22,D,1,5,11,K,6858,N,5,ZA,0,2,N,0,O,1,22,2,14,-1,N,CA
18894,8/7/14,B,0.9153,935,N,12,22,D,1,5,11,T,54144,N,6,ZA,0,2,N,0,O,1,21,2,4,-1,N,CA
18895,14/7/13,B,0.9403,965,N,8,22,E,1,3,17,M,11018,N,11,ZA,0,2,N,0,D,1,20,2,4,-1,N,CA
18899,2/1/13,J,0.9559,"1,165",N,5,25,F,1,3,14,T,1198,N,6,XO,0,,Y,0,J,1,7,24,14,-1,N,TX
18909,22/4/13,E,0.9525,"1,480",N,22,22,A,1,5,23,K,60635,N,5,ZN,0,,N,0,J,1,22,9,23,-1,N,IL
18912,27/8/13,F,0.9919,564,N,6,22,E,1,3,21,V,30492,N,5,XC,0,,N,0,S,1,13,4,21,-1,Y,NJ
18913,12/9/13,B,0.9403,965,N,25,25,E,0,4,4,Q,17382,N,7,ZA,0,2,N,0,O,1,20,2,6,-1,N,CA
18914,24/7/13,F,0.9919,564,N,4,22,E,1,3,21,T,33464,N,5,ZG,0,,N,0,R,1,12,4,19,-1,N,NJ
18915,14/4/14,F,1.0006,548,N,5,25,E,1,5,20,K,41511,N,7,YE,0,,N,0,R,1,19,4,22,-1,N,NJ
18916,12/10/14,F,1.0006,548,N,6,22,E,1,5,11,M,63487,N,9,ZR,0,,Y,0,R,1,11,4,17,-1,N,NJ
18918,15/5/15,B,0.9153,935,N,25,22,D,1,5,11,V,45995,N,-1,ZA,0,2,Y,0,O,0,25,2,14,-1,N,CA
18919,11/8/14,F,1.0006,548,N,4,22,E,1,4,11,T,50745,N,-1,ZF,0,,N,0,R,1,10,4,22,-1,N,NJ
18920,22/12/14,C,0.9108,"1,487",Y,6,22,A,1,2,20,K,41285,N,8,XS,0,,N,0,R,1,5,9,25,-1,N,IL
18921,3/1/15,B,0.9153,935,N,8,22,D,0,5,20,R,32534,N,6,ZA,0,2,N,0,D,1,21,2,13,-1,N,CA
18922,12/8/13,F,0.9919,564,N,23,22,E,0,5,4,K,38115,N,6,XR,0,,N,0,D,1,25,4,21,-1,N,NJ
18923,19/11/14,E,0.9108,"1,487",N,22,22,A,1,5,11,T,14096,N,21,XD,0,,N,0,R,1,22,9,23,-1,N,IL
18927,29/7/13,F,0.9919,564,N,21,22,E,0,5,4,K,19908,N,10,ZR,0,,Y,0,J,1,19,4,17,-1,N,NJ
18928,13/1/15,B,0.9153,935,N,4,22,J,0,3,20,P,14883,N,23,ZA,0,2,N,0,D,1,8,2,14,-1,N,CA
18929,17/5/13,F,0.9313,564,N,12,22,E,1,3,15,V,36946,N,25,ZC,0,2,N,0,R,1,16,4,17,-1,N,NJ
18930,5/10/13,E,0.9482,"1,480",N,6,22,K,1,5,4,R,18218,N,5,ZT,0,2,N,0,R,1,7,9,24,-1,N,IL
18932,29/6/14,J,0.8928,"1,113",N,10,22,G,1,5,11,M,1488,N,6,XH,0,,N,0,S,1,11,25,14,-1,N,TX
18934,4/9/13,B,0.9403,965,N,9,25,E,1,5,21,P,66067,N,7,ZA,0,2,N,0,O,0,16,2,8,-1,N,CA
18940,27/6/13,B,0.9403,965,N,9,22,D,1,5,1,Q,28588,N,4,ZA,0,2,N,0,O,0,9,2,11,-1,N,CA
18941,2/4/14,B,0.9153,935,N,12,22,D,0,5,11,T,7213,N,-1,ZA,0,2,N,0,R,1,25,2,10,25,N,CA
18942,28/2/15,F,0.9893,548,N,11,22,G,0,5,11,R,47200,N,6,XD,0,,N,0,N,1,19,4,17,-1,N,NJ
18943,22/4/14,B,0.9153,935,N,9,22,D,1,5,11,P,5393,N,10,ZA,0,2,N,0,O,1,15,2,4,-1,N,CA
18946,22/7/13,B,0.9403,965,N,6,22,D,1,3,17,K,15542,N,6,ZA,0,2,N,0,O,1,8,2,4,-1,N,CA
18950,19/2/14,J,0.8922,"1,113",N,1,2,F,1,5,11,T,29625,N,5,XB,0,,N,0,D,0,1,13,6,25,N,TX
18956,11/3/14,F,0.9566,548,N,12,22,E,1,3,20,P,57099,N,7,XB,0,,N,0,N,1,20,4,22,-1,N,NJ
18958,2/5/13,E,0.9525,"1,480",N,25,25,A,1,5,1,Q,33339,N,8,XS,0,,N,0,R,1,18,9,25,-1,N,IL
18961,4/3/15,K,0.887,"1,113",Y,6,22,K,1,5,11,T,42225,N,10,ZA,0,2,N,0,J,0,2,14,9,-1,N,TX
18963,27/4/15,C,0.8746,"1,487",Y,3,22,K,1,4,11,K,9321,N,7,ZH,0,,N,0,R,1,7,9,25,-1,N,IL
18967,28/6/13,F,0.9919,564,N,2,22,E,1,5,1,V,33952,N,-1,XM,0,,N,0,R,0,5,4,16,-1,N,NJ
18969,10/12/14,F,1.0005,548,N,15,22,E,1,5,11,T,47870,N,5,XO,0,,Y,0,R,1,15,4,16,-1,N,NJ
18972,7/9/13,F,0.9919,564,N,19,25,E,0,5,21,R,33796,N,5,XX,0,,N,0,O,1,21,4,19,-1,N,NJ
18973,6/11/14,F,1.0006,548,N,12,22,E,0,3,20,Q,11026,N,6,YH,0,,Y,0,R,1,22,4,22,-1,N,NJ
18974,11/5/13,B,0.9403,965,N,1,22,D,0,5,15,R,35099,N,-1,ZA,0,2,N,0,O,0,1,2,13,-1,N,CA
18977,23/4/13,F,0.9313,564,N,9,22,E,1,5,23,P,45395,N,1,XH,0,,N,0,R,1,18,4,19,-1,N,NJ
18978,16/9/14,E,0.9194,"1,487",N,25,22,A,1,5,11,Q,25264,N,15,ZR,0,,N,0,D,1,21,9,24,-1,N,IL
18979,17/2/15,K,0.887,"1,113",Y,4,22,F,1,5,11,P,47179,N,-1,YH,0,,N,0,O,1,12,13,6,-1,N,TX
18981,13/3/15,K,0.887,"1,113",Y,11,22,F,1,5,11,V,23962,N,-1,XM,0,,N,0,Q,1,10,24,15,-1,N,TX
18987,11/5/13,F,0.9313,564,N,4,22,E,1,3,15,P,60525,N,9,XM,0,,N,0,R,0,1,4,20,-1,N,NJ
18988,8/8/13,F,0.9919,564,N,16,22,K,1,3,16,K,18401,N,6,XR,0,,N,0,R,1,23,4,20,-1,N,NJ
18989,6/2/14,J,0.8922,"1,113",N,24,22,G,0,5,11,Q,12904,N,-1,ZA,0,2,N,0,J,0,22,24,14,-1,N,TX
18990,28/8/13,B,0.9403,965,N,23,22,D,0,5,24,T,63852,N,6,ZA,0,2,N,0,R,0,19,2,11,-1,N,CA
18993,6/1/15,J,0.887,"1,113",N,7,22,F,0,5,11,P,31876,N,6,ZA,0,2,N,0,I,0,12,14,6,-1,N,TX
18995,6/1/14,J,0.8922,"1,113",N,17,25,G,1,4,7,K,25368,N,-1,XJ,0,,N,0,J,1,19,24,16,-1,Y,TX
18999,23/10/13,F,0.9919,564,N,5,22,E,1,5,7,V,52586,N,11,XX,0,,N,0,J,1,14,4,20,-1,N,NJ
19000,6/2/15,K,0.887,"1,113",Y,25,22,G,0,5,11,V,44541,N,4,ZA,0,2,N,0,J,0,17,14,5,-1,N,TX
19001,7/8/13,F,0.9919,564,N,7,22,E,0,5,4,T,43353,N,6,XB,0,2,N,0,R,1,13,4,19,-1,N,NJ
19002,13/2/14,F,0.9685,548,N,11,25,E,1,4,11,Q,14017,N,7,XB,0,1,N,0,R,0,19,4,20,-1,N,NJ
19005,12/7/13,J,0.9691,"1,165",N,1,22,F,1,5,1,V,10509,N,5,XR,0,,N,0,R,1,1,24,14,-1,N,TX
19007,19/11/13,F,0.9919,564,N,3,25,E,1,3,20,P,38414,N,12,YF,0,,N,0,N,0,4,4,18,-1,N,NJ
19013,27/1/14,B,0.9403,935,N,4,22,K,1,3,20,K,67035,N,10,ZA,0,2,N,0,O,1,13,2,11,-1,N,CA
19014,13/5/13,B,0.9403,965,N,3,22,D,0,5,15,K,66756,N,4,ZA,0,2,N,0,D,0,4,1,4,-1,N,CA
19020,4/5/14,E,0.9392,"1,487",N,8,22,A,1,3,20,M,22292,N,8,XR,0,2,N,0,J,0,8,9,24,-1,N,IL
19025,12/11/14,B,0.9153,935,N,7,22,E,0,4,11,T,46084,N,8,ZA,0,2,N,0,O,0,25,2,10,-1,N,CA
19029,24/10/13,B,0.9403,965,N,1,2,K,1,2,20,Q,48807,N,6,ZA,0,2,Y,0,D,0,2,2,10,25,N,CA
19030,21/11/14,B,0.9153,935,N,8,22,E,1,3,20,T,22509,N,6,ZA,0,2,Y,0,O,1,25,2,14,-1,N,CA
19039,28/2/13,B,0.9403,965,N,25,22,J,1,5,23,Q,45966,N,15,ZA,0,2,N,0,O,0,25,2,9,-1,N,CA
19041,13/5/13,E,0.9525,"1,480",N,6,22,A,1,4,1,K,43778,N,5,XM,0,,N,0,R,1,4,9,23,-1,Y,IL
19043,3/1/13,B,0.9219,965,N,4,22,J,1,5,23,Q,35916,N,6,ZA,0,2,N,0,O,0,11,2,6,-1,N,CA
19044,26/4/15,B,0.9153,935,N,15,22,D,1,5,11,M,15117,N,6,ZA,0,2,N,0,O,1,19,2,11,-1,N,CA
19047,1/10/14,J,0.8793,"1,113",N,9,22,F,1,5,11,T,32088,N,5,ZF,0,,N,0,I,1,12,17,8,-1,N,TX
19049,20/4/15,F,1.0101,548,N,5,22,B,1,4,11,K,2863,N,7,YE,0,,N,0,D,1,10,4,22,-1,N,NJ
19050,27/5/14,B,0.9153,935,N,7,22,E,1,4,11,T,1846,N,5,ZA,0,2,N,0,O,1,17,2,4,-1,N,CA
19052,15/5/14,F,1.0006,548,N,1,22,E,0,5,11,Q,19642,N,-1,XD,0,,N,0,R,0,1,4,19,-1,N,NJ
19053,25/2/13,J,0.9559,"1,165",N,12,25,G,1,4,23,K,58362,N,19,XO,0,,N,0,J,1,15,15,4,-1,N,TX
19058,25/12/14,J,0.887,"1,113",N,2,22,F,1,5,11,Q,66769,N,1,ZD,0,,N,0,D,1,1,23,14,-1,N,TX
19062,24/6/13,B,0.9403,965,N,9,25,J,0,4,1,P,3997,N,5,ZA,0,2,N,0,O,0,25,1,9,-1,N,CA
19065,7/11/14,J,0.887,"1,113",N,12,25,G,1,5,11,V,64845,N,-1,ZN,0,,N,0,S,1,15,14,5,-1,N,TX
19067,3/3/15,K,0.887,"1,113",Y,9,22,F,0,5,11,P,7851,N,5,XW,0,,N,0,J,1,9,24,12,-1,N,TX
19068,21/7/14,J,0.8928,"1,113",N,4,22,F,1,3,20,K,51071,N,-1,XO,0,1,N,0,S,1,2,23,6,-1,N,TX
19069,12/1/15,J,0.887,"1,113",N,8,22,F,1,5,11,K,57109,N,25,ZN,0,,N,0,J,1,15,15,9,-1,N,TX
19070,13/3/13,J,0.9769,"1,165",N,10,22,G,1,5,23,T,52048,N,9,ZA,0,2,N,0,Q,0,13,24,15,-1,N,TX
19076,20/1/14,B,0.9403,935,N,3,2,K,0,3,20,K,64625,N,7,ZA,0,2,Y,0,D,1,1,2,4,-1,N,CA
19077,12/8/13,F,0.9919,564,N,5,22,E,1,4,21,V,51313,N,5,XR,0,1,N,0,R,1,7,4,17,-1,N,NJ
19082,26/2/14,J,0.8922,"1,113",N,9,2,G,1,3,20,K,45195,N,-1,XZ,0,,N,0,I,1,7,14,6,-1,N,TX
19083,25/2/14,E,0.9472,"1,487",N,5,2,K,1,5,20,P,40724,N,12,YH,0,,N,0,J,1,8,9,24,-1,N,IL
19084,4/12/13,B,0.9403,965,N,7,22,E,1,3,20,T,37128,N,6,ZA,0,2,N,0,A,1,22,2,8,-1,N,CA
19085,13/4/15,B,0.9153,935,N,16,22,E,1,3,20,K,50224,N,5,ZA,0,2,N,0,O,1,22,2,9,-1,N,CA
19088,7/2/15,F,0.9893,548,N,12,22,E,1,5,11,R,38160,N,14,XJ,0,,N,0,R,1,22,4,19,-1,N,NJ
19090,22/5/14,E,0.9392,"1,487",N,3,22,K,0,2,20,Q,13520,N,7,XB,0,,N,0,R,1,3,9,24,-1,N,IL
19091,16/6/14,B,0.9153,935,N,4,22,D,1,5,11,T,64975,N,4,ZA,0,2,N,0,O,0,10,2,11,-1,N,CA
19093,5/2/14,J,0.8922,"1,113",N,10,22,G,1,4,7,K,53395,N,-1,XR,0,2,N,0,J,1,9,25,14,-1,N,TX
19098,24/9/14,J,0.8928,"1,113",N,25,22,G,1,5,11,T,38264,N,12,XH,0,,N,0,S,1,22,24,15,-1,N,TX
19099,27/1/13,E,0.9368,"1,480",N,6,22,F,1,5,23,M,47651,N,6,ZA,0,2,N,0,N,0,4,9,23,-1,N,IL
19102,15/10/13,B,0.9403,965,N,5,22,D,0,5,24,P,5296,N,5,ZA,0,2,N,0,O,0,15,2,10,-1,N,CA
19103,20/2/13,B,0.9403,965,N,2,22,J,0,5,24,T,11932,N,5,ZA,0,2,N,0,O,0,1,2,4,-1,N,CA
19106,29/4/14,B,0.9153,935,N,2,22,E,1,2,20,T,9435,N,3,ZA,0,2,N,0,O,0,12,2,12,-1,N,CA
19110,3/5/14,B,0.9153,935,N,6,2,D,0,5,11,R,41373,N,-1,ZA,0,2,Y,0,O,1,4,2,9,-1,N,CA
19111,2/1/14,F,0.9838,548,N,8,22,E,1,5,20,Q,44113,N,5,YH,0,,N,0,R,1,13,4,22,-1,N,NJ
19112,12/2/13,F,0.9023,564,N,4,25,E,1,2,14,P,34581,N,5,XE,0,,N,0,R,1,6,4,16,-1,N,NJ
19119,20/5/13,J,0.9691,"1,165",N,17,22,G,0,5,1,K,30306,N,21,ZA,0,2,N,0,R,0,12,14,8,-1,N,TX
19120,10/6/13,F,0.9919,564,N,9,25,J,1,5,1,K,62034,N,24,XX,0,,N,0,K,1,21,4,20,-1,N,NJ
19122,17/1/14,F,0.9838,548,N,25,22,E,1,5,20,P,62148,N,-1,XX,0,,N,0,Q,1,25,4,20,-1,N,NJ
19123,19/12/14,B,0.9153,935,N,22,22,D,1,5,11,V,16548,N,7,ZA,0,2,N,0,O,1,22,2,10,-1,N,CA
19124,3/10/14,J,0.8793,"1,113",N,18,22,G,0,5,11,V,55082,N,-1,ZH,0,,N,0,R,1,20,14,4,-1,Y,TX
19127,6/4/15,C,0.8746,"1,487",Y,5,22,K,1,5,11,K,56038,N,7,YH,0,,N,0,K,1,11,9,23,-1,N,IL
19129,6/2/14,B,0.9403,935,N,8,22,E,1,4,11,V,1647,N,6,ZA,0,2,N,0,D,1,13,2,13,-1,N,CA
19130,21/1/14,B,0.9403,935,N,5,22,D,0,5,7,P,57666,N,7,ZA,0,2,N,0,D,0,21,1,15,-1,N,CA
19132,25/2/14,J,0.8922,"1,113",N,11,22,G,0,5,20,P,46734,N,-1,ZA,0,2,Y,0,J,0,14,14,5,-1,N,TX
19133,30/10/14,B,0.9153,935,N,7,22,E,1,3,20,Q,14418,N,6,ZA,0,2,N,0,D,0,25,2,10,-1,N,CA
19135,10/3/15,K,0.887,"1,113",Y,4,22,K,1,5,11,P,42719,N,24,ZA,0,2,N,0,J,0,2,24,12,-1,N,TX
19139,20/6/13,E,0.9485,"1,480",N,8,22,A,1,3,16,V,17081,N,6,XM,0,,N,0,R,1,13,11,23,-1,Y,IL
19142,1/6/14,F,1.0006,548,N,5,22,E,1,5,11,M,48270,N,8,YF,0,,N,0,J,0,7,4,20,25,N,NJ
19145,22/10/13,F,0.9919,564,N,8,25,E,1,4,7,P,56354,N,20,XO,0,,Y,0,R,1,12,4,17,-1,N,NJ
19146,22/8/14,B,0.9153,935,N,15,22,E,1,3,20,V,28269,N,3,ZA,0,2,Y,0,O,1,23,2,4,-1,N,CA
19147,24/7/14,B,0.9153,935,N,6,25,E,0,3,20,Q,54117,N,5,ZA,0,2,N,0,R,1,23,2,7,-1,N,CA
19149,8/10/13,F,0.9919,564,N,6,22,J,0,3,20,P,55905,N,7,XR,0,,N,0,R,1,17,4,19,-1,N,NJ
19150,1/3/15,B,0.9153,935,N,6,22,D,1,5,11,M,1763,N,21,ZA,0,2,Y,0,O,1,21,2,12,-1,N,CA
19151,13/3/14,F,0.9566,548,N,18,22,E,1,3,20,Q,40631,N,4,XR,0,1,Y,0,R,1,21,5,21,-1,N,NJ
19155,20/8/13,B,0.9403,965,N,7,22,D,0,5,21,P,17239,N,5,ZA,0,2,N,0,O,1,4,2,6,-1,N,CA
19156,13/1/14,B,0.9403,935,N,7,22,D,1,5,7,K,30492,N,11,ZA,0,2,N,0,O,1,13,2,4,-1,N,CA
19159,12/9/14,B,0.9153,935,N,6,25,E,1,4,8,K,50320,N,5,ZA,0,2,N,0,D,1,16,2,4,-1,N,CA
19165,19/9/14,B,0.9153,935,N,8,22,E,0,3,20,V,46940,N,6,ZA,0,2,Y,0,R,1,17,2,4,-1,N,CA
19166,5/2/14,F,0.9685,548,N,3,25,J,1,4,7,V,11226,N,8,XR,0,,N,0,R,0,13,4,21,-1,N,NJ
19171,5/6/13,B,0.9403,965,N,16,22,D,1,5,17,M,27213,N,-1,ZA,0,2,N,0,E,0,23,2,8,-1,N,CA
19173,30/7/13,B,0.9403,965,N,12,22,D,0,5,21,P,35719,N,5,ZA,0,2,N,0,O,0,16,2,13,-1,N,CA
19175,7/5/15,B,0.9153,935,N,10,22,E,0,2,20,Q,38996,N,7,ZA,0,2,N,0,O,1,12,2,5,-1,N,CA
19177,20/1/15,C,0.9108,"1,487",Y,6,22,K,0,4,11,K,12410,N,-1,ZC,0,,N,0,D,1,19,9,24,-1,N,IL
19178,10/7/13,B,0.9403,965,N,5,22,E,1,3,17,T,32248,N,5,ZA,0,2,N,0,O,0,15,2,4,-1,N,CA
19180,12/11/13,B,0.9403,965,N,11,22,D,1,5,7,P,39062,N,2,ZA,0,2,N,0,J,0,12,2,4,-1,N,CA
19182,6/5/14,E,0.9392,"1,487",N,11,22,A,1,3,20,T,34737,N,6,XX,0,,N,0,R,1,13,9,24,-1,N,IL
19184,1/3/15,F,1.0101,548,N,4,22,E,1,5,11,M,4543,N,11,XJ,0,,N,0,R,1,15,4,19,-1,N,NJ
19188,2/3/14,E,0.9392,"1,487",N,12,22,F,0,5,11,M,40168,N,-1,ZA,0,2,N,0,J,0,9,11,24,-1,Y,IL
19192,18/12/14,J,0.887,"1,113",N,12,22,A,1,5,11,Q,36128,N,-1,XH,0,,N,0,J,1,16,21,4,-1,Y,TX
19193,5/1/15,B,0.9153,935,N,5,22,D,1,5,11,M,42049,N,-1,ZA,0,2,N,0,J,0,20,2,4,25,N,CA
19196,29/3/15,K,0.887,"1,113",Y,6,22,G,0,5,10,M,53307,N,6,ZA,0,2,N,0,I,0,1,14,5,-1,N,TX
19197,7/8/13,B,0.9403,965,N,7,22,E,1,4,4,T,57383,N,5,ZA,0,2,Y,0,O,1,13,2,7,-1,N,CA
19203,1/11/13,F,0.9919,564,N,15,22,J,1,3,20,V,35112,N,12,XR,0,,Y,0,O,1,25,4,21,-1,N,NJ
19205,6/2/14,F,0.9685,548,N,25,25,E,1,2,20,Q,31415,N,14,YF,0,,N,0,S,1,21,4,21,-1,N,NJ
19206,7/11/13,E,0.9482,"1,480",N,4,2,G,1,3,16,Q,55580,N,6,ZF,0,,N,0,J,1,8,9,24,-1,N,IL
19208,16/1/13,B,0.9219,965,N,16,22,J,0,5,24,T,56155,N,-1,ZA,0,2,N,0,Q,0,14,2,6,-1,N,CA
19211,14/1/14,J,0.8922,"1,113",N,16,22,G,0,5,20,P,64687,N,13,ZA,0,2,N,0,D,0,6,23,14,-1,N,TX
19212,3/7/13,B,0.9403,965,N,3,22,E,1,3,17,T,61140,N,9,ZA,0,2,N,0,O,1,19,2,10,-1,N,CA
19215,21/7/14,B,0.9153,935,N,11,22,E,0,4,11,K,55530,N,5,ZA,0,2,N,0,D,1,17,2,13,-1,N,CA
19217,2/9/13,B,0.9403,965,N,8,22,D,0,5,21,M,36683,N,-1,ZA,0,2,N,0,O,0,7,2,6,-1,N,CA
19223,1/12/14,B,0.9153,935,N,16,25,E,1,2,20,K,13872,N,5,ZA,0,2,Y,0,O,1,25,2,11,-1,N,CA
19229,5/1/15,B,0.9153,935,N,10,22,D,1,5,20,T,35654,N,-1,ZA,0,2,N,0,A,0,23,2,8,-1,N,CA
19240,10/2/14,J,0.8922,"1,113",N,11,22,G,1,5,11,K,8120,N,6,ZA,0,2,N,0,J,0,7,14,9,-1,N,TX
